<HEADER software/>,,,
EwEVersion,6.7.0.17300 (compiled 6/04/2021),,
Date,29/6/2021 16:45,,
<HEADER ecopath/>,,,
ModelName,SEF2021,,
<HEADER ecosim/>,,,
EcosimScenario,base model 2B,,
TimeSeries,Time Series SEF2020rev,,
StartYear,1994,,
<HEADER end/>,,,
,,,
Data,Landings,,
,,,
year,fleet,group,value
1997,4,40,1.69E-06
1997,4,42,2.31E-06
1997,4,43,0.000156638
1997,4,45,5.50E-07
1997,4,47,0.000249455
1997,4,48,0.000160599
1997,4,49,0.000383541
1997,4,50,0.000823433
1997,5,8,6.51E-05
1997,5,9,1.59E-05
1997,5,10,0.000638802
1997,5,12,8.38E-05
1997,5,13,0.000486618
1997,5,14,0.000181299
1997,5,15,1.39E-05
1997,5,17,0.000447069
1997,5,18,1.98E-05
1997,5,19,7.87E-05
1997,5,22,3.19E-06
1997,5,24,1.05E-07
1997,5,26,0.000454066
1997,5,27,4.22E-05
1997,5,29,0.00013052
1997,5,30,2.66E-06
1997,5,31,0.000110788
1997,5,33,4.77E-06
1997,5,47,0.000164081
1997,5,48,1.92E-05
1997,5,49,0.0001626
1997,5,50,0.000572797
1997,6,50,0.005608528
1997,7,47,3.97E-06
1997,8,8,9.99E-07
1997,8,13,0.002459322
1997,8,16,2.93E-05
1997,8,24,1.63E-05
1997,8,27,0.001831104
1997,8,29,2.50E-06
1997,8,47,4.27E-05
1997,8,50,0.000656062
1997,9,8,0.00057136
1997,9,9,2.53E-05
1997,9,10,0.000106824
1997,9,12,3.14E-07
1997,9,13,5.79E-05
1997,9,14,0.000320372
1997,9,15,3.48E-05
1997,9,16,0.000285696
1997,9,17,0.01991913
1997,9,19,3.07E-06
1997,9,20,2.05E-05
1997,9,22,0.02093804
1997,9,24,0.000174851
1997,9,25,3.13E-06
1997,9,26,0.000274303
1997,9,27,0.000658367
1997,9,28,3.48E-05
1997,9,29,5.06E-05
1997,9,30,3.17E-07
1997,9,42,1.06E-07
1997,9,43,1.70E-05
1997,9,45,9.65E-08
1997,10,6,0.006522338
1997,10,7,0.000254674
1997,10,8,1.26E-05
1997,10,29,0.000234299
1997,10,43,3.50E-05
1997,10,45,2.12E-05
1997,11,6,0.008540799
1997,11,7,0.000134261
1997,11,8,0.001285019
1997,11,9,0.000156503
1997,11,10,0.000338338
1997,11,12,3.17E-05
1997,11,15,6.49E-05
1997,11,17,0.005812014
1997,11,24,0.000250357
1997,11,25,2.07E-05
1997,11,26,0.00150253
1997,11,27,0.000169927
1997,11,28,0.000181549
1997,11,29,0.002821331
1997,11,38,5.42E-07
1997,11,41,3.41E-05
1997,11,42,0.000270631
1997,11,43,0.004784848
1997,11,45,0.001850263
1997,11,47,0.000227347
1997,12,11,9.52E-06
1997,12,15,9.73E-06
1997,12,41,1.01E-05
1998,1,8,0.000769114
1998,1,9,0.001161713
1998,1,10,0.04954299
1998,1,11,8.94E-06
1998,1,12,0.01980071
1998,1,13,0.01324447
1998,1,14,0.006850754
1998,1,15,0.000763316
1998,1,16,0.01456952
1998,1,17,0.03513564
1998,1,18,0.001672496
1998,1,19,0.003434024
1998,1,20,0.000449523
1998,1,22,7.90E-06
1998,1,24,5.02E-05
1998,1,25,0.000355109
1998,1,26,0.001124225
1998,1,27,0.001106015
1998,1,29,0.01213875
1998,1,30,0.000304991
1998,1,31,0.004668141
1998,1,32,0.004021088
1998,1,33,0.000306746
1998,1,34,0.000635009
1998,1,35,6.95E-05
1998,1,36,0.000199277
1998,1,37,1.63E-06
1998,1,38,0.000292745
1998,1,40,0.001839597
1998,1,42,6.97E-05
1998,1,43,4.65E-06
1998,1,47,0.002672951
1998,1,50,0.01085926
1998,2,6,0.000383744
1998,2,8,0.004722329
1998,2,9,4.22E-07
1998,2,10,0.005875072
1998,2,12,2.51E-07
1998,2,13,0.000536896
1998,2,14,1.25E-05
1998,2,15,0.006288913
1998,2,16,2.11E-06
1998,2,17,7.07E-06
1998,2,18,4.87E-06
1998,2,22,2.54E-07
1998,2,24,3.23E-05
1998,2,26,0.000615218
1998,2,27,0.000549011
1998,2,28,4.73E-06
1998,2,29,0.000468093
1998,2,30,0.000479937
1998,2,31,2.41E-05
1998,2,37,1.69E-07
1998,2,38,2.30E-05
1998,2,40,2.18E-05
1998,2,41,0.04906857
1998,2,42,2.97E-05
1998,2,43,0.01392229
1998,2,45,3.59E-06
1998,2,47,9.53E-06
1998,2,48,1.87E-06
1998,2,50,1.27E-06
1998,3,6,0.03781958
1998,3,7,0.000244496
1998,3,8,0.000356211
1998,3,9,1.03E-05
1998,3,13,0.001443344
1998,3,16,8.21E-07
1998,3,17,5.36E-07
1998,3,18,3.04E-05
1998,3,19,0.000268208
1998,3,24,0.000171386
1998,3,25,1.41E-06
1998,3,26,0.000252127
1998,3,27,0.006110318
1998,3,28,1.03E-05
1998,3,29,0.000596578
1998,3,30,0.001920559
1998,3,31,2.86E-07
1998,3,40,0.00039216
1998,3,41,4.98E-05
1998,3,42,2.23E-05
1998,3,43,0.00074664
1998,3,45,3.56E-05
1998,3,47,2.26E-06
1998,4,6,1.10E-07
1998,4,7,8.42E-07
1998,4,8,0.000976575
1998,4,9,0.000207243
1998,4,10,2.41E-05
1998,4,12,0.000106111
1998,4,13,1.70E-05
1998,4,14,0.000373008
1998,4,15,4.20E-05
1998,4,16,0.000317103
1998,4,17,0.002141187
1998,4,19,8.48E-05
1998,4,22,5.73E-05
1998,4,24,2.10E-05
1998,4,25,6.77E-06
1998,4,26,6.54E-05
1998,4,27,0.000446254
1998,4,28,3.91E-05
1998,4,29,0.01054945
1998,4,40,2.03E-06
1998,4,42,2.78E-06
1998,4,43,0.000188407
1998,4,45,6.27E-07
1998,4,47,0.000299468
1998,4,48,0.000193437
1998,4,49,0.00046086
1998,4,50,0.00099087
1998,5,8,2.21E-05
1998,5,9,5.40E-06
1998,5,10,0.00020906
1998,5,12,2.84E-05
1998,5,13,0.000161416
1998,5,14,6.05E-05
1998,5,15,4.67E-06
1998,5,17,0.000148323
1998,5,18,6.35E-06
1998,5,19,2.63E-05
1998,5,22,1.08E-06
1998,5,24,3.54E-08
1998,5,26,0.000154497
1998,5,27,1.34E-05
1998,5,29,4.44E-05
1998,5,30,8.95E-07
1998,5,31,3.77E-05
1998,5,33,1.62E-06
1998,5,47,5.56E-05
1998,5,48,6.52E-06
1998,5,49,5.52E-05
1998,5,50,0.000194717
1998,7,47,1.59E-05
1998,8,8,9.49E-07
1998,8,13,0.002284276
1998,8,16,2.74E-05
1998,8,24,1.54E-05
1998,8,27,0.001627088
1998,8,29,2.38E-06
1998,8,47,4.05E-05
1998,8,50,0.000624487
1998,9,8,0.000633755
1998,9,9,2.81E-05
1998,9,10,0.000114387
1998,9,12,3.48E-07
1998,9,13,6.28E-05
1998,9,14,0.00034997
1998,9,15,3.82E-05
1998,9,16,0.000312538
1998,9,17,0.02162264
1998,9,19,3.35E-06
1998,9,20,2.25E-05
1998,9,22,0.02329997
1998,9,24,0.000193306
1998,9,25,3.47E-06
1998,9,26,0.000305376
1998,9,27,0.000683591
